source,target,value
BG040,BG072,0.9417
BG040,BG078,0.9428
BG040,BG080,0.9138
BG040,BG090,0.902
BG041,BG044,0.9866
BG041,BG063,0.9101
BG041,BG065,0.908
BG041,BG073,0.9387
BG041,BG074,0.9423
BG041,BG090,0.974
BG041,BI096,0.9094
BG042,BG046,0.9442
BG042,BG047,0.9399
BG042,BG055,0.9553
BG042,BG058,0.9215
BG042,BG067,0.9283
BG042,BG068,0.9393
BG042,BG073,0.9146
BG042,BG074,0.906
BG042,BG079,0.9104
BG042,BG083,0.9241
BG042,BG091,0.9407
BG043,BG046,0.9745
BG043,BG049,0.9376
BG043,BG069,0.9724
BG043,BG071,0.9296
BG043,BG075,0.98
BG043,BG081,0.9254
BG043,BG083,0.94
BG043,BG087,0.9462
BG044,BG045,0.9656
BG044,BG049,0.9072
BG044,BG058,0.9512
BG044,BG065,0.9327
BG044,BG071,0.916
BG044,BG075,0.9284
BG044,BG081,0.9274
BG045,BG046,0.9099
BG045,BG047,0.9117
BG045,BG051,0.9379
BG045,BG052,0.9197
BG045,BG053,0.9782
BG045,BG056,0.9578
BG045,BG057,0.9113
BG045,BG058,0.9753
BG045,BG074,0.9405
BG045,BG080,0.9045
BG045,BG085,0.9071
BG046,BG047,0.9639
BG046,BG057,0.9192
BG046,BG081,0.913
BG046,BG086,0.9438
BG047,BG049,0.9088
BG047,BG059,0.9231
BG047,BG061,0.9434
BG047,BG064,0.9526
BG047,BG074,0.973
BG047,BG075,0.9284
BG047,BG088,0.9083
BG047,BG089,0.957
BG048,BG050,0.972
BG048,BG051,0.9465
BG048,BG056,0.9067
BG048,BG062,0.9888
BG048,BG065,0.9063
BG048,BG070,0.9904
BG048,BG079,0.9125
BG048,BG080,0.9636
BG049,BG073,0.9371
BG049,BG077,0.9286
BG049,BG081,0.979
BG049,BG082,0.94
BG049,BG089,0.9059
BG049,BG090,0.9823
BG050,BG051,0.9573
BG050,BG053,0.9429
BG050,BG059,0.9383
BG050,BG064,0.9272
BG050,BG065,0.9134
BG050,BG067,0.9808
BG050,BG068,0.977
BG050,BG073,0.9588
BG050,BG078,0.9706
BG050,BG083,0.9008
BG050,BH049,0.9592
BG051,BG059,0.9335
BG051,BG070,0.9243
BG051,BG073,0.9458
BG051,BG081,0.906
BG051,BG083,0.9343
BG051,BG085,0.933
BG052,BG055,0.937
BG052,BG063,0.9546
BG052,BG067,0.9035
BG052,BG069,0.9815
BG052,BG071,0.9697
BG052,BG075,0.9644
BG052,BG083,0.9551
BG053,BG058,0.9157
BG053,BG063,0.9519
BG053,BG065,0.9602
BG053,BG066,0.9373
BG053,BG078,0.9432
BG054,BG062,0.9755
BG054,BG069,0.934
BG054,BG074,0.9021
BG054,BG075,0.9048
BG054,BG084,0.9486
BG054,BG087,0.9544
BG054,BG088,0.9089
BG054,BG089,0.9452
BG054,BI092,0.961
BG055,BG060,0.929
BG055,BG075,0.9486
BG055,BG081,0.9029
BG055,BG083,0.9577
BG055,BG084,0.9352
BG055,BG085,0.9708
BG056,BG065,0.9159
BG056,BG075,0.9108
BG056,BG080,0.9533
BG056,BG081,0.9732
BG056,BG088,0.9503
BG057,BG058,0.9388
BG057,BG061,0.9405
BG057,BG064,0.9489
BG057,BG065,0.954
BG057,BG069,0.9404
BG057,BG071,0.9301
BG057,BG078,0.9453
BG057,BG081,0.9387
BG058,BG059,0.9209
BG058,BG065,0.9441
BG058,BG066,0.9863
BG058,BG067,0.914
BG058,BG069,0.9701
BG058,BG086,0.901
BG058,BG087,0.9634
BG059,BG061,0.9407
BG059,BG068,0.9521
BG059,BG071,0.9743
BG059,BG072,0.9028
BG059,BG074,0.907
BG059,BG081,0.9188
BG059,BG087,0.9558
BG059,BG089,0.9438
BG060,BG064,0.9085
BG060,BG066,0.9166
BG060,BG068,0.9394
BG060,BG080,0.9624
BG060,BG085,0.9132
BG061,BG064,0.9233
BG061,BG065,0.9318
BG061,BG067,0.9524
BG061,BG071,0.9205
BG061,BG079,0.9443
BG061,BG084,0.9422
BG061,BG090,0.9482
BG062,BG068,0.9462
BG062,BG071,0.9299
BG062,BG072,0.953
BG062,BG075,0.9319
BG062,BG080,0.9234
BG062,BG081,0.9182
BG062,BG082,0.9118
BG062,BG088,0.9479
BG062,BJ019,0.9093
BG063,BG068,0.9455
BG063,BG071,0.9213
BG063,BG072,0.9746
BG063,BG074,0.9019
BG063,BG075,0.9396
BG063,BG079,0.9549
BG063,BG080,0.9128
BG063,BG081,0.9091
BG063,BG082,0.9259
BG063,BG084,0.9132
BG063,BG089,0.9123
BG064,BG068,0.9393
BG064,BG073,0.9899
BG064,BG077,0.9058
BG064,BG081,0.9346
BG064,BG083,0.9679
BG064,BG085,0.9133
BG064,BG089,0.9208
BG065,BG069,0.9331
BG065,BG075,0.9199
BG065,BG078,0.9247
BG065,BG085,0.9551
BG066,BG072,0.9591
BG066,BG084,0.9344
BG066,BG087,0.9821
BG067,BG073,0.9009
BG067,BG083,0.9577
BG067,BG085,0.9338
BG068,BG072,0.9448
BG068,BG078,0.9771
BG068,BG082,0.9785
BG068,BG091,0.9924
BG069,BG075,0.9388
BG069,BG079,0.9598
BG069,BG089,0.9354
BG070,BG089,0.9484
BG070,BG090,0.9473
BG071,BG074,0.9568
BG071,BG081,0.9895
BG071,BG086,0.9609
BG071,BG089,0.9308
BG071,BG091,0.9144
BG072,BG073,0.9288
BG072,BG080,0.9513
BG072,BG081,0.9307
BG072,BG088,0.9459
BG073,BG077,0.9508
BG073,BG080,0.9714
BG073,BG083,0.957
BG073,BG089,0.9392
BG074,BG075,0.9228
BG074,BG076,0.9163
BG074,BG077,0.9481
BG074,BG080,0.9111
BG074,BG090,0.9361
BG075,BG081,0.9726
BG075,BG082,0.9321
BG075,BG088,0.942
BG075,BG089,0.9416
BG075,BG090,0.9414
BG075,BH009,0.9778
BG076,BG084,0.9459
BG077,BG078,0.9352
BG077,BG079,0.9309
BG077,BG081,0.9256
BG078,BG079,0.9665
BG078,BG084,0.9645
BG078,BG085,0.9202
BG078,BG087,0.9417
BG079,BG080,0.9148
BG080,BG083,0.9935
BG080,BG090,0.9174
BG081,BG082,0.9344
BG081,BG086,0.9375
BG081,BG088,0.9448
BG081,BG090,0.9289
BG082,BG085,0.9578
BG082,BG089,0.9935
BG084,BG087,0.9028
BG085,BG087,0.9017
BG085,BG088,0.9562
BG085,BG090,0.9748
BG085,BG091,0.9117
BG086,BG087,0.9202
BG086,BG089,0.975
BG086,BG091,0.9463
BG088,BG089,0.9247
BG089,BG090,0.9382
BH001,BH005,0.912
BH001,BH008,0.9644
BH001,BH023,0.9423
BH001,BH027,0.9089
BH001,BH036,0.917
BH001,BH038,0.906
BH001,BH043,0.9193
BH001,BH048,0.9032
BH001,BH050,0.9378
BH001,BH052,0.9234
BH001,BH054,0.9505
BH001,BH057,0.9826
BH001,BH064,0.9591
BH001,BH067,0.913
BH001,BH073,0.9179
BH001,BH087,0.9374
BH001,BH093,0.9614
BH002,BH008,0.9188
BH002,BH022,0.9267
BH002,BH023,0.9248
BH002,BH025,0.9578
BH002,BH027,0.9021
BH002,BH030,0.9118
BH002,BH031,0.9499
BH002,BH032,0.9728
BH002,BH034,0.9133
BH002,BH035,0.9657
BH002,BH038,0.9261
BH002,BH040,0.919
BH002,BH048,0.9571
BH002,BH066,0.9566
BH002,BH072,0.9332
BH002,BH080,0.9728
BH002,BH081,0.9588
BH002,BH095,0.9883
BH002,BH101,0.9782
BH003,BH006,0.9198
BH003,BH007,0.9558
BH003,BH008,0.9214
BH003,BH010,0.9067
BH003,BH019,0.9142
BH003,BH020,0.9117
BH003,BH022,0.9266
BH003,BH036,0.905
BH003,BH038,0.9637
BH003,BH049,0.908
BH003,BH059,0.9185
BH003,BH060,0.9242
BH003,BH066,0.96
BH003,BH082,0.9504
BH003,BH084,0.9037
BH003,BH085,0.9365
BH003,BH091,0.9859
BH003,BH094,0.9133
BH004,BH008,0.9659
BH004,BH011,0.9804
BH004,BH017,0.9065
BH004,BH018,0.935
BH004,BH019,0.9885
BH004,BH021,0.9288
BH004,BH027,0.9052
BH004,BH028,0.9074
BH004,BH039,0.9079
BH004,BH042,0.9247
BH004,BH054,0.9131
BH004,BH055,0.9099
BH004,BH064,0.9808
BH004,BH068,0.9551
BH004,BH070,0.9347
BH004,BH072,0.9192
BH004,BH075,0.9665
BH004,BH076,0.916
BH004,BH077,0.9313
BH004,BH082,0.9148
BH004,BH083,0.9499
BH004,BH086,0.9114
BH004,BH090,0.9465
BH004,BH091,0.9287
BH004,BH092,0.9499
BH004,BH099,0.929
BH005,BH009,0.9376
BH005,BH016,0.9034
BH005,BH020,0.9024
BH005,BH026,0.9066
BH005,BH029,0.9235
BH005,BH032,0.948
BH005,BH034,0.9253
BH005,BH036,0.9411
BH005,BH041,0.9525
BH005,BH042,0.9048
BH005,BH044,0.9003
BH005,BH045,0.9242
BH005,BH055,0.9471
BH005,BH057,0.974
BH005,BH074,0.932
BH005,BH075,0.9262
BH005,BH076,0.981
BH005,BH096,0.9018
BH005,BH101,0.951
BH005,BH102,0.9345
BH006,BH007,0.933
BH006,BH012,0.9126
BH006,BH014,0.9005
BH006,BH019,0.9123
BH006,BH023,0.9504
BH006,BH026,0.9619
BH006,BH027,0.9146
BH006,BH033,0.973
BH006,BH034,0.9444
BH006,BH035,0.9798
BH006,BH041,0.9833
BH006,BH043,0.937
BH006,BH044,0.9741
BH006,BH045,0.9105
BH006,BH053,0.9509
BH006,BH055,0.9873
BH006,BH060,0.9105
BH006,BH062,0.958
BH006,BH064,0.9666
BH006,BH071,0.9081
BH006,BH074,0.9153
BH006,BH076,0.9148
BH006,BH079,0.9273
BH006,BH081,0.9681
BH006,BH085,0.9507
BH007,BH016,0.9386
BH007,BH017,0.9018
BH007,BH019,0.9119
BH007,BH022,0.9462
BH007,BH029,0.9593
BH007,BH034,0.9641
BH007,BH036,0.9757
BH007,BH043,0.9546
BH007,BH047,0.9925
BH007,BH051,0.9521
BH007,BH053,0.9472
BH007,BH065,0.9645
BH007,BH068,0.9204
BH007,BH070,0.909
BH007,BH071,0.9757
BH007,BH086,0.9338
BH007,BH091,0.9508
BH007,BH102,0.956
BH008,BH009,0.9651
BH008,BH016,0.906
BH008,BH017,0.9635
BH008,BH024,0.9534
BH008,BH029,0.9192
BH008,BH030,0.9128
BH008,BH033,0.9851
BH008,BH035,0.9359
BH008,BH041,0.9559
BH008,BH042,0.9227
BH008,BH043,0.9253
BH008,BH051,0.9752
BH008,BH061,0.9393
BH008,BH064,0.9477
BH008,BH069,0.9238
BH008,BH073,0.9452
BH008,BH076,0.9434
BH008,BH079,0.9222
BH008,BH086,0.9007
BH008,BH091,0.9466
BH008,BH093,0.9382
BH008,BH097,0.9351
BH009,BH010,0.9099
BH009,BH011,0.9282
BH009,BH015,0.9391
BH009,BH018,0.9094
BH009,BH023,0.9308
BH009,BH026,0.9631
BH009,BH045,0.9743
BH009,BH048,0.9585
BH009,BH053,0.9769
BH009,BH055,0.9639
BH009,BH056,0.9619
BH009,BH057,0.9678
BH009,BH059,0.9213
BH009,BH060,0.9724
BH009,BH064,0.9063
BH009,BH071,0.913
BH009,BH073,0.9302
BH009,BH075,0.9794
BH009,BH077,0.9087
BH009,BH079,0.9413
BH009,BH083,0.9105
BH009,BH084,0.9704
BH009,BH088,0.9149
BH009,BH100,0.9685
BH009,BH102,0.9034
BH010,BH018,0.9455
BH010,BH019,0.9709
BH010,BH022,0.911
BH010,BH026,0.9605
BH010,BH028,0.9568
BH010,BH033,0.9205
BH010,BH038,0.9343
BH010,BH043,0.944
BH010,BH044,0.9165
BH010,BH053,0.956
BH010,BH054,0.9447
BH010,BH056,0.9216
BH010,BH065,0.9804
BH010,BH077,0.9431
BH010,BH079,0.9223
BH010,BH080,0.9257
BH010,BH083,0.9315
BH010,BH084,0.9277
BH010,BH093,0.9865
BH010,BH095,0.963
BH010,BH100,0.9577
BH011,BH013,0.9214
BH011,BH014,0.9221
BH011,BH016,0.9471
BH011,BH035,0.9577
BH011,BH038,0.9474
BH011,BH040,0.9006
BH011,BH044,0.963
BH011,BH047,0.9223
BH011,BH048,0.9376
BH011,BH049,0.9047
BH011,BH066,0.9032
BH011,BH068,0.9377
BH011,BH075,0.9249
BH011,BH083,0.9196
BH012,BH014,0.9284
BH012,BH024,0.9343
BH012,BH028,0.9286
BH012,BH030,0.9768
BH012,BH042,0.9366
BH012,BH054,0.9412
BH012,BH061,0.9143
BH012,BH068,0.9584
BH012,BH070,0.9003
BH012,BH082,0.9172
BH012,BH088,0.9186
BH012,BH092,0.9373
BH012,BH096,0.9083
BH013,BH015,0.9727
BH013,BH022,0.9777
BH013,BH029,0.9106
BH013,BH034,0.9535
BH013,BH036,0.938
BH013,BH045,0.946
BH013,BH049,0.9706
BH013,BH050,0.9409
BH013,BH051,0.9503
BH013,BH053,0.9451
BH013,BH058,0.9114
BH013,BH063,0.9261
BH013,BH065,0.9287
BH013,BH071,0.9335
BH013,BH079,0.9276
BH013,BH081,0.9115
BH013,BH088,0.9722
BH013,BH093,0.9419
BH013,BH095,0.9774
BH013,BH099,0.9433
BH013,BH100,0.9601
BH013,BH102,0.9031
BH014,BH018,0.9156
BH014,BH028,0.9798
BH014,BH030,0.9263
BH014,BH034,0.9659
BH014,BH041,0.9598
BH014,BH045,0.9325
BH014,BH053,0.9007
BH014,BH058,0.963
BH014,BH067,0.9105
BH014,BH072,0.9771
BH014,BH074,0.9383
BH014,BH075,0.9537
BH014,BH080,0.9331
BH014,BH093,0.9586
BH014,BH101,0.9835
BH015,BH019,0.9124
BH015,BH024,0.9458
BH015,BH029,0.9592
BH015,BH030,0.9305
BH015,BH042,0.9337
BH015,BH048,0.9729
BH015,BH049,0.9391
BH015,BH056,0.9484
BH015,BH071,0.9391
BH015,BH073,0.9054
BH015,BH077,0.9215
BH015,BH088,0.9233
BH015,BH095,0.9008
BH015,BH100,0.9389
BH016,BH017,0.9617
BH016,BH021,0.9425
BH016,BH028,0.9821
BH016,BH037,0.9046
BH016,BH038,0.9151
BH016,BH042,0.9181
BH016,BH044,0.9316
BH016,BH045,0.9291
BH016,BH049,0.9439
BH016,BH050,0.9239
BH016,BH051,0.9132
BH016,BH065,0.9086
BH016,BH066,0.9411
BH016,BH067,0.954
BH016,BH074,0.9487
BH016,BH081,0.9142
BH016,BH084,0.947
BH016,BH086,0.9017
BH016,BH091,0.9609
BH016,BH095,0.9266
BH016,BH100,0.9087
BH017,BH020,0.9611
BH017,BH021,0.9246
BH017,BH025,0.9174
BH017,BH028,0.9251
BH017,BH052,0.9247
BH017,BH059,0.9345
BH017,BH063,0.9056
BH017,BH064,0.9498
BH017,BH086,0.9643
BH017,BH096,0.9064
BH017,BH099,0.97
BH017,BH100,0.9417
BH018,BH024,0.9397
BH018,BH038,0.9514
BH018,BH044,0.9514
BH018,BH051,0.9448
BH018,BH052,0.9906
BH018,BH056,0.9404
BH018,BH057,0.9486
BH018,BH058,0.9549
BH018,BH063,0.9617
BH018,BH070,0.9192
BH018,BH072,0.9662
BH018,BH076,0.913
BH018,BH080,0.9744
BH018,BH099,0.9776
BH019,BH024,0.9401
BH019,BH026,0.9779
BH019,BH030,0.9142
BH019,BH034,0.9256
BH019,BH035,0.9111
BH019,BH042,0.9766
BH019,BH049,0.9591
BH019,BH050,0.9172
BH019,BH052,0.9243
BH019,BH055,0.9581
BH019,BH062,0.9563
BH019,BH066,0.9039
BH019,BH079,0.9112
BH019,BH081,0.9443
BH019,BH083,0.9635
BH019,BH090,0.9165
BH019,BH094,0.9095
BH019,BH096,0.9353
BH020,BH031,0.9178
BH020,BH038,0.9762
BH020,BH044,0.9904
BH020,BH045,0.9465
BH020,BH060,0.9531
BH020,BH070,0.9687
BH020,BH076,0.9069
BH020,BH078,0.9124
BH020,BH081,0.95
BH020,BH088,0.9201
BH020,BH093,0.927
BH020,BH096,0.9605
BH020,BH102,0.9462
BH021,BH027,0.9073
BH021,BH043,0.9412
BH021,BH045,0.9657
BH021,BH050,0.9344
BH021,BH053,0.9699
BH021,BH062,0.9873
BH021,BH065,0.9187
BH021,BH066,0.9176
BH021,BH067,0.9811
BH021,BH084,0.9036
BH021,BH087,0.9139
BH021,BH088,0.9765
BH021,BH089,0.9448
BH021,BH098,0.97
BH021,BH102,0.9169
BH021,BJ046,0.9499
BH022,BH026,0.9196
BH022,BH036,0.9461
BH022,BH045,0.926
BH022,BH050,0.9359
BH022,BH051,0.9497
BH022,BH052,0.9121
BH022,BH054,0.9181
BH022,BH060,0.9281
BH022,BH062,0.9409
BH022,BH064,0.9254
BH022,BH067,0.9673
BH022,BH084,0.9341
BH022,BH085,0.9205
BH022,BH089,0.9071
BH022,BH096,0.9547
BH023,BH024,0.9497
BH023,BH027,0.9499
BH023,BH034,0.9606
BH023,BH040,0.919
BH023,BH041,0.9143
BH023,BH044,0.969
BH023,BH049,0.9317
BH023,BH064,0.9069
BH023,BH065,0.9786
BH023,BH067,0.9579
BH023,BH069,0.9213
BH023,BH079,0.933
BH023,BH080,0.951
BH023,BH081,0.9563
BH023,BH084,0.9211
BH023,BH098,0.9738
BH023,BJ073,0.9693
BH024,BH025,0.909
BH024,BH028,0.9462
BH024,BH032,0.9479
BH024,BH044,0.9252
BH024,BH045,0.9314
BH024,BH050,0.9391
BH024,BH053,0.9771
BH024,BH054,0.9537
BH024,BH067,0.9201
BH024,BH068,0.9612
BH024,BH070,0.9344
BH024,BH074,0.9562
BH024,BH078,0.9053
BH024,BH082,0.9632
BH024,BH085,0.9316
BH024,BH089,0.9279
BH024,BH095,0.9245
BH025,BH040,0.9044
BH025,BH044,0.9172
BH025,BH045,0.9794
BH025,BH047,0.9664
BH025,BH048,0.9195
BH025,BH050,0.9719
BH025,BH052,0.9141
BH025,BH060,0.9401
BH025,BH073,0.9347
BH025,BH083,0.9727
BH025,BH087,0.9795
BH025,BH088,0.9246
BH026,BH030,0.9395
BH026,BH033,0.9309
BH026,BH037,0.9115
BH026,BH038,0.9191
BH026,BH039,0.9677
BH026,BH041,0.938
BH026,BH043,0.9124
BH026,BH044,0.932
BH026,BH046,0.9116
BH026,BH049,0.9295
BH026,BH051,0.9649
BH026,BH054,0.9682
BH026,BH059,0.9378
BH026,BH060,0.9585
BH026,BH075,0.9757
BH026,BH084,0.9839
BH026,BH085,0.9253
BH026,BH093,0.9742
BH026,BH095,0.9096
BH026,BH098,0.9395
BH027,BH034,0.9071
BH027,BH043,0.9025
BH027,BH044,0.9786
BH027,BH049,0.9555
BH027,BH051,0.9098
BH027,BH057,0.9132
BH027,BH058,0.9016
BH027,BH066,0.953
BH027,BH068,0.9668
BH027,BH076,0.9781
BH027,BH078,0.9593
BH027,BH082,0.9204
BH027,BH084,0.9496
BH027,BH088,0.9012
BH027,BH102,0.9181
BH027,BI012,0.9639
BH028,BH038,0.9348
BH028,BH058,0.9202
BH028,BH063,0.9774
BH028,BH068,0.9373
BH028,BH073,0.9006
BH028,BH080,0.9567
BH028,BH094,0.9651
BH028,BH098,0.9393
BH029,BH031,0.9077
BH029,BH033,0.9582
BH029,BH044,0.9054
BH029,BH049,0.978
BH029,BH056,0.98
BH029,BH062,0.9281
BH029,BH063,0.948
BH029,BH065,0.9501
BH029,BH069,0.9213
BH029,BH070,0.9563
BH029,BH073,0.9537
BH029,BH079,0.9331
BH029,BH085,0.9479
BH029,BH088,0.956
BH029,BH100,0.9875
BH029,BH101,0.9302
BH029,BH102,0.9811
BH030,BH032,0.9885
BH030,BH034,0.9565
BH030,BH039,0.9551
BH030,BH047,0.9876
BH030,BH054,0.9341
BH030,BH056,0.9037
BH030,BH059,0.946
BH030,BH070,0.9719
BH030,BH072,0.9605
BH030,BH075,0.9009
BH030,BH076,0.9634
BH030,BH097,0.9149
BH030,BH100,0.9279
BH030,BJ029,0.918
BH031,BH051,0.9177
BH031,BH060,0.974
BH031,BH061,0.9654
BH031,BH072,0.9359
BH031,BH077,0.9746
BH031,BH078,0.9272
BH031,BH083,0.9441
BH031,BH096,0.941
BH031,BJ033,0.9256
BH032,BH034,0.9255
BH032,BH049,0.9499
BH032,BH055,0.9778
BH032,BH062,0.9892
BH032,BH070,0.9333
BH032,BH076,0.956
BH032,BH092,0.9138
BH032,BH101,0.9238
BH033,BH036,0.9466
BH033,BH040,0.9654
BH033,BH041,0.961
BH033,BH042,0.943
BH033,BH046,0.9774
BH033,BH048,0.9643
BH033,BH049,0.9752
BH033,BH050,0.9873
BH033,BH054,0.9795
BH033,BH057,0.9022
BH033,BH061,0.9117
BH033,BH062,0.9861
BH033,BH076,0.9225
BH033,BH080,0.917
BH033,BH084,0.9902
BH033,BH092,0.9231
BH034,BH041,0.9201
BH034,BH047,0.936
BH034,BH070,0.9007
BH034,BH079,0.9165
BH034,BH087,0.9543
BH034,BH091,0.9095
BH034,BH098,0.9237
BH035,BH039,0.9121
BH035,BH040,0.9178
BH035,BH044,0.9149
BH035,BH050,0.9593
BH035,BH058,0.9158
BH035,BH066,0.9135
BH035,BH073,0.9396
BH035,BH076,0.9531
BH035,BH081,0.9136
BH035,BH082,0.9842
BH035,BH083,0.9587
BH035,BH095,0.9312
BH035,BH097,0.9013
BH035,BH102,0.9481
BH035,BJ071,0.9768
BH036,BH037,0.9518
BH036,BH041,0.9323
BH036,BH047,0.9538
BH036,BH050,0.9243
BH036,BH055,0.9036
BH036,BH060,0.9735
BH036,BH061,0.9285
BH036,BH067,0.9242
BH036,BH069,0.9047
BH036,BH081,0.9198
BH036,BH096,0.9872
BH036,BH097,0.9104
BH036,BH101,0.9035
BH037,BH056,0.9131
BH037,BH060,0.929
BH037,BH061,0.9709
BH037,BH068,0.9394
BH037,BH075,0.9347
BH037,BH077,0.9714
BH037,BH089,0.9705
BH037,BH092,0.9303
BH038,BH045,0.9071
BH038,BH053,0.9312
BH038,BH059,0.9313
BH038,BH061,0.9216
BH038,BH063,0.952
BH038,BH064,0.9544
BH038,BH083,0.9041
BH038,BH095,0.9477
BH038,BH097,0.9825
BH038,BH098,0.9451
BH038,BH099,0.9298
BH038,BH100,0.9288
BH038,BH102,0.9009
BH039,BH041,0.9039
BH039,BH045,0.9309
BH039,BH049,0.9073
BH039,BH051,0.9869
BH039,BH055,0.9714
BH039,BH057,0.9297
BH039,BH061,0.9165
BH039,BH072,0.9267
BH039,BH078,0.9097
BH039,BH080,0.932
BH039,BH081,0.9289
BH039,BH082,0.9001
BH039,BH090,0.9016
BH040,BH048,0.929
BH040,BH050,0.9323
BH040,BH053,0.9311
BH040,BH067,0.96
BH040,BH076,0.9935
BH040,BH078,0.9017
BH040,BH079,0.9044
BH040,BH084,0.901
BH040,BH089,0.9076
BH040,BH090,0.9425
BH040,BH095,0.9735
BH040,BH097,0.9249
BH041,BH043,0.9098
BH041,BH044,0.9109
BH041,BH047,0.9185
BH041,BH048,0.9291
BH041,BH052,0.9403
BH041,BH060,0.9915
BH041,BH062,0.9337
BH041,BH072,0.9521
BH041,BH076,0.9375
BH041,BH077,0.9032
BH041,BH078,0.9379
BH041,BH080,0.9175
BH041,BH083,0.9016
BH041,BH088,0.918
BH041,BH090,0.9349
BH041,BH102,0.9373
BH041,BI005,0.9351
BH042,BH049,0.9628
BH042,BH061,0.9509
BH042,BH065,0.9299
BH042,BH066,0.9608
BH042,BH067,0.952
BH042,BH070,0.9197
BH042,BH073,0.9115
BH042,BH074,0.9723
BH042,BH079,0.9181
BH042,BH091,0.9784
BH042,BH092,0.9527
BH042,BH096,0.9569
BH043,BH044,0.9883
BH043,BH051,0.989
BH043,BH052,0.95
BH043,BH055,0.9587
BH043,BH056,0.9443
BH043,BH057,0.9171
BH043,BH060,0.9263
BH043,BH063,0.9296
BH043,BH065,0.9427
BH043,BH075,0.923
BH043,BH078,0.9251
BH043,BH086,0.9112
BH043,BH088,0.9299
BH043,BH091,0.9034
BH043,BH102,0.9647
BH044,BH050,0.9421
BH044,BH055,0.9698
BH044,BH058,0.9526
BH044,BH070,0.9465
BH044,BH094,0.9729
BH044,BH099,0.9712
BH044,BH101,0.9528
BH044,BI059,0.9211
BH045,BH047,0.9892
BH045,BH052,0.9483
BH045,BH053,0.9146
BH045,BH072,0.9113
BH045,BH073,0.9507
BH045,BH090,0.9236
BH045,BH091,0.9759
BH045,BH093,0.9576
BH045,BH098,0.9122
BH046,BH051,0.9499
BH046,BH069,0.9884
BH046,BH078,0.9298
BH046,BH081,0.9686
BH046,BH089,0.903
BH046,BH097,0.9362
BH046,BH102,0.9753
BH047,BH052,0.9189
BH047,BH058,0.9522
BH047,BH062,0.9728
BH047,BH067,0.9243
BH047,BH070,0.9207
BH047,BH079,0.9311
BH047,BH082,0.9126
BH047,BH092,0.9766
BH047,BH093,0.9574
BH047,BH100,0.9172
BH047,BH102,0.9037
BH048,BH052,0.9554
BH048,BH060,0.9061
BH048,BH063,0.9731
BH048,BH079,0.9076
BH048,BH080,0.9431
BH048,BH081,0.9304
BH048,BH085,0.9303
BH048,BH090,0.9412
BH049,BH052,0.9171
BH049,BH062,0.9028
BH049,BH073,0.9237
BH049,BH080,0.9479
BH049,BH087,0.9297
BH049,BH088,0.9547
BH049,BH089,0.9525
BH049,BH092,0.9263
BH049,BH093,0.9171
BH049,BH095,0.9275
BH049,BH101,0.9123
BH050,BH060,0.9095
BH050,BH065,0.9932
BH050,BH066,0.9132
BH050,BH068,0.9728
BH050,BH070,0.9205
BH050,BH086,0.9414
BH050,BH091,0.9512
BH050,BH096,0.9474
BH050,BH097,0.9425
BH051,BH052,0.9164
BH051,BH056,0.9742
BH051,BH064,0.9015
BH051,BH075,0.9133
BH051,BH088,0.9174
BH051,BH089,0.9175
BH051,BH093,0.954
BH051,BH100,0.9422
BH051,BJ007,0.9504
BH052,BH055,0.953
BH052,BH074,0.9372
BH052,BH085,0.9242
BH052,BH091,0.9219
BH052,BH094,0.9534
BH053,BH056,0.9616
BH053,BH057,0.9485
BH053,BH058,0.9245
BH053,BH059,0.9511
BH053,BH061,0.903
BH053,BH074,0.9655
BH053,BH075,0.9428
BH053,BH076,0.9326
BH053,BH078,0.9453
BH053,BH089,0.9777
BH053,BH091,0.9575
BH053,BH092,0.9793
BH053,BH094,0.9832
BH053,BH096,0.9189
BH054,BH060,0.9754
BH054,BH061,0.9277
BH054,BH065,0.9647
BH054,BH066,0.9361
BH054,BH074,0.9558
BH054,BH077,0.9659
BH054,BH080,0.9704
BH054,BH081,0.9659
BH054,BH086,0.9187
BH054,BH097,0.959
BH054,BH098,0.9869
BH054,BH099,0.9417
BH054,BH100,0.9592
BH055,BH058,0.9194
BH055,BH064,0.9649
BH055,BH070,0.928
BH055,BH079,0.9391
BH055,BH083,0.9552
BH055,BH087,0.9386
BH055,BH095,0.9032
BH055,BH096,0.9293
BH056,BH059,0.9219
BH056,BH065,0.9353
BH056,BH069,0.9492
BH056,BH082,0.9893
BH056,BH084,0.9266
BH056,BH094,0.9374
BH056,BH101,0.94
BH057,BH058,0.937
BH057,BH064,0.902
BH057,BH068,0.9023
BH057,BH070,0.9379
BH057,BH072,0.9309
BH057,BH075,0.9751
BH057,BH080,0.9031
BH057,BH085,0.9744
BH057,BH090,0.9727
BH057,BH095,0.9566
BH057,BH097,0.9237
BH058,BH062,0.9455
BH058,BH068,0.9697
BH058,BH083,0.9509
BH058,BH085,0.9223
BH058,BH090,0.9761
BH058,BH098,0.9828
BH059,BH061,0.9251
BH059,BH063,0.9104
BH059,BH066,0.9629
BH059,BH071,0.9875
BH059,BH073,0.9083
BH059,BH081,0.9241
BH059,BH085,0.9412
BH059,BH086,0.9191
BH059,BH098,0.9147
BH060,BH067,0.9272
BH060,BH073,0.9187
BH060,BH077,0.9343
BH060,BH087,0.9433
BH060,BH097,0.9801
BH060,BH099,0.9459
BH061,BH070,0.9659
